ticker,mse,mae,directional_accuracy,pred_std,true_std,rank_correlation
AAP,0.0011342914,0.023640495,0.48643410852713176,0.0016423151,0.03348203,-0.022165410195712245
AAPL,0.00034319115,0.01298827,0.45155038759689925,0.0022362156,0.017330931,-0.04441475714180277
ABG,0.0005254022,0.016796667,0.4903100775193798,0.0013943149,0.022923646,0.010417273526471605
ACGL,0.00024199115,0.0114851,0.5077519379844961,0.0020392751,0.015289366,0.09601016336411194
ACI,0.00030441958,0.013117711,0.48643410852713176,0.001488228,0.014869401,-0.026403313220119837
ACN,0.00028151163,0.011861601,0.501937984496124,0.0018900721,0.016561754,-0.008773194782235774
ADBE,0.000462304,0.013625529,0.5232558139534884,0.0021132634,0.021490362,0.05398138609035838
ADI,0.00052889937,0.016230438,0.5310077519379846,0.0020767371,0.022210525,0.021795507279478973
ADP,0.00016633784,0.009928185,0.4689922480620155,0.0017105814,0.011093019,-0.0020073430218364714
ADSK,0.00044360934,0.01571437,0.5348837209302325,0.0027076644,0.017628465,-0.04646642832925135
AEO,0.00113262,0.023071347,0.4844961240310077,0.0018445305,0.03361981,-0.02614139287884538
AFL,0.0003199989,0.0146328,0.43410852713178294,0.0018584332,0.013181379,0.017141025411467323
AIG,0.00027348628,0.012292197,0.5348837209302325,0.0023938296,0.013794158,0.01840102236394357
AJG,0.000252651,0.011421319,0.5348837209302325,0.0025849284,0.013925174,0.012191931759770422
ALAB,0.0023297833,0.032638807,0.42441860465116277,0.0021712277,0.048111375,0.05169399068446741
ALL,0.00022410395,0.010848566,0.5232558139534884,0.0019748702,0.014854272,0.04161144697359106
AMAT,0.0008515119,0.021014161,0.5213178294573644,0.0022679986,0.027740505,-0.021320704535300786
AMD,0.0011462368,0.024130939,0.4941860465116279,0.0022037602,0.03332741,-0.01638204886603394
AMP,0.00026781837,0.011720491,0.44573643410852715,0.0015119977,0.015584499,0.05457069700186872
AMT,0.00025256016,0.011586376,0.5077519379844961,0.0022056778,0.015585306,-0.029208666460243345
AMZN,0.0004111869,0.0147093255,0.5251937984496124,0.0021610335,0.019561652,-0.04483606257936991
AN,0.0003805236,0.014591626,0.5213178294573644,0.0016718167,0.01955487,0.058977034168590785
ANF,0.0013266226,0.02595607,0.46124031007751937,0.002334421,0.036294993,-0.05322009572961609
AON,0.00027014644,0.012839949,0.4806201550387597,0.0013339706,0.013442433,0.02967377400489913
